first_air_date,genre_ids,id,name,origin_country,original_language,original_name,overview,popularity,vote_average,vote_count
1981-03-04,[16],13784,Beast King GoLion,['JP'],ja,百獣王ゴライオン,"Golion, a powerful sentient robot, abuses his great powers by attacking and killing creatures known as Deathblack Beastmen, boasting that no one could defeat him. A divine space being punishes Golion for his arrogance and abuse by seperating him into 5 different lion robots. In the year 1999, a group of 5 young men return to Earth after a space voyage, only to find it ravaged by nuclear war. After encountering the alien race known as the Galra, the 5 youths end up on the planet Altea, and learn that the 5 lion robots that Golion was split into are in hibernation in various parts of Altea. Somehow, they must reunite the lions and form Golion, the only hope for the human race.",4.37,10.0,1
1981-02-25,[16],8879,Space Emperor God Sigma,['JP'],ja,宇宙大帝ゴッドシグマ,"Space Emperor God Σ is an anime series aired from 1980 to 1981. There were 50 episodes. It is also referred to as ""God Σ Empire of Space"" and ""Space Combination God Σ"".",3.976,0.0,0
1981-02-10,[16],13429,Pigeon Street,[],en,Pigeon Street,"Pigeon Street is an animated children's television series originally shown on the BBC in 1981 as part of its 'See-saw' strand for pre-schoolers. There were two series with eight and five episodes respectively, each programme lasting fifteen minutes. The series has been repeated a number of times.

The animation was created by Alan Rogers and Peter Lang of the Cut-Out Animation Co., who later went on to do a nursery rhyme series with similar animation called Rub-A-Dub-Dub. Voices were performed by George Layton, with additional voices by John Telfer. Music was by Benni Lees, and played by Soulyard.

The shows featured the everyday adventures of a group of characters living on Pigeon Street, an area of flats and terraced housing in a British city, also home to several pigeons which appeared in each show but only occasionally featured in the plot.

Characters included Clara the long distance lorry driver, her cohabiting partner Hugo the chef, Mr Baskerville the detective, Mr Jupiter the astronomer, Mr Macadoo the petshop owner and two twins, Molly and Polly, who were only distinguishable by the letter M and P on their jumpers.",0.84,0.0,0
1981-02-07,"[16, 10759]",45050,Yattodetaman,['JP'],ja,ヤットデタマン,"Two royal houses battle for the power to rule the Kingdom of Fir. In order to secure the Kingdom, two representatives go back in time to find the mythical Firebird, which will allow its bearer to become the rightful ruler.",3.402,0.0,0
1981-01-04,"[16, 10759]",37799,The Swiss Family Robinson: Flone of the Mysterious Island,['JP'],ja,家族ロビンソン漂流記 ふしぎな島のフローネ,"Flone and her family were on their way to Australia from Switzerland when their ship wrecked and they landed on an inhabited island. Relying on a strong conviction that they will return one day, the Family Robinson made a house on top of a tree and live on whatever resources available to them. Through the cooperation of each and every member, the family managed to survive on the island and eventually did return back to Australia.",5.542,8.3,3
1981-01-01,[16],100163,Dashu Kappei,[],es,Dashu Kappei,,0.6,0.0,0
1980-12-27,"[10762, 16]",92473,O zvířátkách pana Krbce,['XC'],cs,O zvířátkách pana Krbce,,0.87,8.0,1
1980-12-04,"[16, 10762]",88605,Flok a Flíček,['XC'],cs,Flok a Flíček,,0.6,0.0,0
1980-11-22,"[16, 35]",11144,Drak Pack,"['US', 'AU']",en,Drak Pack,"Drak Pack is an animated television series. It aired in the United States on CBS Saturday Morning between September 6, 1980 and September 12, 1982. It was produced by Hanna-Barbera's Australian subsidiary, listed in the credits as ""Hanna-Barbera Pty. Ltd"". A total of 16 episodes were made.",1.318,6.4,5
1980-11-08,[16],3026,Richie Rich,['US'],en,Richie Rich,"Richie Rich is an animated television series produced by Hanna-Barbera Productions that aired on ABC from 1980 to 1984 and again in 1988 as part of the weekend/weekday programming block The Funtastic World of Hanna-Barbera, Based upon Harvey Comics' popular Richie Rich comic book characters, the series shared time slots with Scooby-Doo and Scrappy-Doo, The Little Rascals, and Pac-Man over its original broadcast run. The other most visible character was Richie's dog, the appropriately named Dollar. The show airs occasionally on Boomerang; Boomerang's reruns feature the theme from The Richie Rich/Scooby-Doo Show and Scrappy Too! over the closing credits.",6.9,6.1,53
1980-11-08,"[16, 9648, 10751]",1071,The Richie Rich/Scooby-Doo Show and Scrappy Too!,['US'],en,The Richie Rich/Scooby-Doo Show and Scrappy Too!,The Richie Rich/Scooby-Doo Show and Scrappy Too! is a package show produced by Hanna-Barbera Productions in 1980 for ABC Saturday mornings. The program contained segments from Scooby-Doo and Scrappy-Doo and Richie Rich. The Scooby-Doo and Scrappy-Doo shorts represents the sixth show in which Scooby-Doo appears. This was the only Hanna-Barbera package series for which Scooby-Doo was given second billing and also notable for Richie Rich's debut in animation.,3.645,8.8,12
1980-11-08,[16],920,The Fonz and the Happy Days Gang,['US'],en,The Fonz and the Happy Days Gang,"The Fonz and the Happy Days Gang is an animated television series produced by Hanna-Barbera and Paramount Television and originally broadcast from November 8, 1980 until September 18, 1982.",2.244,9.5,2
1980-10-09,[16],83660,ほえろブンブン,['JP'],it,ほえろブンブン,,0.6,0.0,0
1980-10-04,"[16, 10759, 10765]",13800,Thundarr the Barbarian,['US'],en,Thundarr the Barbarian,Thundarr and his companions Ariel and Ookla wander a devastated future Earth and fight evil wherever they find it.,7.962,6.7,18
1980-10-04,[16],12803,Heathcliff,['US'],en,Heathcliff,"Heathcliff is an animated TV series that debuted on October 4, 1980. It was the first series based on the Heathcliff comic strip and was produced by Ruby-Spears Productions. It ran until September 18, 1982 with a total of 25 episodes, under two different names.",2.28,6.3,16
1980-10-03,"[16, 10765]",44461,The New Adventures of Gigantor,['JP'],ja,鉄人28号,"New Tetsujin-28, also known as The New Adventures of Gigantor in the US, is the color modern style remake of Tetsujin 28-go. It was later adapted in 1993. Fred Ladd and the TMS animation studio converted the series into The New Adventures of Gigantor and had it broadcast on America's Sci-Fi Channel from September 9, 1993 to June 30, 1997. In January 2012 New Tetsujin-28 was announced to appear in Super Robot Wars Z2: Regeneration Chapter.",1.879,7.0,2
1980-10-01,"[10759, 16, 10765]",23022,Astro Boy,['JP'],ja,鉄腕アトム,"In 2030 AD, after being abandoned by his creator, a young boy robot is rescued by an Android Advocate, Dr Elefun, who adopts him as his own and guides him in the use of his special powers to aid and protect mankind and robot-kind.",10.291,7.6,34
1980-09-27,[16],10731,The Plastic Man Comedy/Adventure Show,['US'],en,The Plastic Man Comedy/Adventure Show,"The Plastic Man Comedy/Adventure Show is an animated television series produced by Ruby-Spears Productions from 1979 to 1981; it was shown right after Super Friends on the ABC Network. It featured various adventures of the DC Comics superhero Plastic Man. The show features many adventures in different segments: Plastic Man, Baby Plas, Plastic Family, Mighty Man and Yukk, Fangface and Fangpuss, and Rickety Rocket. The show was repackaged by Arlington Television into 130 half-hour episodes, and released into national, first-run-off-network daily syndication in 1984. The Plastic Man Comedy Show was produced and directed by Steve Whiting and featured a live-action ""Plastic Man"", played by Taylor Marks.",2.576,7.1,4
1980-09-07,[16],76212,"Muteking, The Dashing Warrior",['JP'],ja,とんでも戦士ムテキング,,1.4,6.0,1
1980-09-06,[16],25895,Super Friends,['US'],en,Super Friends,"Super Friends first aired on ABC on September 8, 1973, featuring well-known DC characters Superman, Batman and Robin, Wonder Woman, and Aquaman as part of its Saturday morning cartoon lineup. It was produced by Hanna-Barbera and was based on the Justice League of America (JLA) and associated comic book characters published by DC Comics. The name of the program (and the JLA members featured with the Super Friends) have been variously represented (as Super Friends and Challenge of the Super Friends, for example) at different points in its broadcast history.",2.283,8.5,2
1980-09-02,[16],66251,Kaibutsu-kun,['JP'],ja,怪物くん,"The story of the prince of the land of monsters. As part of his training to succeed the throne, he visits the human world, where he has various adventures with other monsters.",1.999,8.5,2
1980-09-01,"[16, 35]",14705,The Tom and Jerry Comedy Show,['US'],en,The Tom and Jerry Comedy Show,"The Tom and Jerry Comedy Show is an animated television program produced by Filmation for MGM Television in 1980, on CBS for Saturday mornings. The show lasted two seasons and the individual episodes were eventually added to syndicated Tom and Jerry packages, and also occasionally appeared on Cartoon Network and Boomerang. Most voices were done by Frank Welker and Lou Scheimer.",7.588,7.5,15
1980-07-16,"[16, 35, 18]",43223,Do Your Best Genki,['JP'],ja,がんばれ元気,"Do Your Best Genki is a sports manga by Yū Koyama about Horiguchi Genki, a boy who is raised by a single father, and who wants to be a boxer like him. It was adapted as an anime television series by Toei Animation. The manga received the Shogakukan Manga Award for shōnen in 1977.",1.653,7.0,1
1980-07-05,[16],73616,"Ruy, the Little Cid","['JP', 'ES']",es,"Ruy, El pequeño Cid","The youth of Rodrigo Díaz de Vivar, the historical Spanish hero and nobleman, known as El Cid.",0.6,5.7,3
1980-06-30,"[16, 878, 10759]",19645,宇宙戦士 バルディオス,['JP'],ja,宇宙戦士 バルディオス,Space Warrior Baldios is a Japanese super robot mecha anime series from 1980.,1.96,0.0,0
1980-06-15,"[10759, 16]",69362,The Mezga family is on holiday,['HU'],hu,Vakáción a Mézga család,"The exciting summer adventures of the Mezga family is followed on an uninhabited island, for example, which is perhaps not uninhabited after all? And how will Maris neighbour become the next Minister of Health? And how does the Mezga's family escape from the captivity of the mafia? Everything will be revealed if you look at the Mezga family vacation stories.",0.9,7.5,2
1980-05-08,"[16, 10765, 10768, 10759]",13465,Space Runaway Ideon,['JP'],ja,伝説巨神イデオン,Space Runaway Ideon is a 1980 anime television series produced by Sunrise.,3.193,0.0,0
1980-04-07,[16],44033,Fisherman Sanpei,['JP'],ja,釣りキチ三平,"Mihira Sanpei talks with a Tohou accent and is a down-to-earth boy with a cheerful and optimistic personality. However, when it comes to fishing, he becomes very serious and is a youth who enjoys fishing more than anything else. The village where he lives in is a natural environment which provides different kinds of fishing challenges. Despite his lack of experience, Sanpei has a first-rate sense with regards to fishing and decides to maxmise his potential by entering into different fishing contests. As he faces various challenges, he learns to solve difficult problems and learn from his mistakes to the extent that he is able to fish anything out of the waters. Along the way, he encounters all kinds of rivals and companions who increase his experience points and help him in his growth.",4.943,3.0,1
