,first_air_date,genre_ids,id,name,origin_country,original_language,original_name,overview,popularity,vote_average,vote_count,year,cleaned_name
1028,2018-01-07,"[16, 35]",76134,Mitsuboshi Colors,['JP'],ja,三ツ星カラーズ,"Residing within Tokyo’s district of Ueno are the Colors, three individuals who protect their city by performing good deeds and aiding their community. Or, at the very least, they pretend to be the city’s defenders. In reality, the Colors are just three young girls who spend their time playing make-believe and exploring the city. The Colors’ activities are facilitated by the grandfatherly Daigorou ""Pops"" Kujiraoka, who uses his store’s inventory of knick-knacks to entertain the rambunctious trio.

Not everyone is a fan of the Colors though. The local policeman Saitou just wants to deal with his regular duties, but he often finds himself the target of the Colors’ attention, having been made the villain in most of their fantasies. But despite his personal feelings, Saitou always finds the time to go along with the three girls’ games. Even though the Colors do not actually defend Ueno, they definitely help brighten everyone’s day.",9.523,7.1,7,2018.0,三ツ星カラーズ
1029,2018-01-07,"[16, 35, 10762]",76124,School Babysitters,['JP'],ja,学園ベビーシッターズ,"After losing both parents in a fatal plane crash, teenager Ryuuichi Kashima must adjust to his new life as the guardian of his younger brother Kotarou. Although Ryuuichi is able to maintain a friendly and kindhearted demeanor, Kotarou is a reserved toddler still too young to understand the reality of the situation. At their parents' funeral, they are approached by Youko Morinomiya, the stern chairman of an elite academy, who decides to take them under her care.

However, there is one condition Ryuuichi must fulfill in exchange for a roof over their heads and enrolment in the school—he must become the school's babysitter. In an effort to support the female teachers at the academy, a babysitter's club was established to look after their infant children; unfortunately, the club is severely short-staffed, so now not only is Ryuuichi responsible for his little brother, but also a handful of toddlers who possess dynamic personalities.",26.121,7.0,13,2018.0,学園ベビーシッターズ
1030,2018-01-07,"[16, 35]",76099,Slow Start,['JP'],ja,スロウスタート,"Hana Ichinose is a normal 16-year-old high school student. However, there is something different about her: She enrolled in high school one year late! Her classmates are unaware of this, and Hana will have to work hard to catch up with everyone else.",5.481,7.5,2,2018.0,スロウスタート
1031,2018-01-06,"[16, 35]",76140,Sanrio Boys,['JP'],ja,サンリオ男子,,2.452,4.0,2,2018.0,サンリオ男子
1033,2018-01-06,"[16, 18, 35]",76063,Citrus,['JP'],ja,シトラス,"Yuzu, a high school gyaru who hasn't experienced her first love yet, transfers to an all-girls school after her mother remarries. She's beyond upset that she can't land a boyfriend at her new school. Then, on her first day, she meets the beautiful black-haired student council president Mei in the worst way possible. What's more, she later finds out that Mei is her new step-sister, and they'll be living under the same roof! And so the love affair between two polar opposite high school girls who find themselves drawn to one another begins!",54.829,6.2,23,2018.0,シトラス
1034,2018-01-05,"[16, 35]",76174,Working Buddies!,['JP'],ja,働くお兄さん!,"The cheerful orange tabby cat Tapio Chatorazawa and the pessimistic Russian blue Kuehiko Roshihara live like people in an anthropomorphic world. The two study in the same college, and also work together on various odd jobs.",1.317,6.7,3,2018.0,働くお兄さん
1035,2018-01-05,"[10759, 16, 10765]",76125,Record of Grancrest War,['JP'],ja,グランクレスト戦記,"On a continent ruled by chaos, the Lords have the power of a holy seal that can calm the chaos and protect the people. However, before anyone realizes it, the rulers cast aside their creed of purifying the chaos, and instead start to fight each other for each other's holy seals to gain dominion over one another. Siluca, an isolated mage who scorns the Lords for abandoning their creed, and a wandering knight named Theo, who is on a journey to train to one day liberate his hometown, make an everlasting oath to work together to reform this continent dominated by wars and chaos.",17.494,8.7,91,2018.0,グランクレスト戦記
1036,2018-01-05,"[10765, 10759, 16]",75864,Katana Maidens: Toji no Miko,['JP'],ja,刀使ノ巫女,"There's an evil creature called Aratama that attacks people, and a group of Miko has been exorcising those creatures using swords since olden times. Those who wear uniforms and swords are called Toji, who are officially called Tokubetsu Saishi Kitoutai (Special Ritual Maneuver Team) in the police association. They are officially approved to wield the swords by the government officials. The government has established five training schools consisting of junior and senior high levels for the female students to attend. They spend their student life normally, and use special skills with the swords when they're doing missions to protect people. In the spring, these five schools are to take part in a competition. Among the girls who train for the competition, there's a girl who's a bit more passionate than any other girls. Where would the girl with the sword aim?",10.38,7.5,2,2018.0,刀使ノ巫女
1037,2018-01-05,[16],75775,Junji Ito Collection,['JP'],ja,伊藤潤二「コレクション」,A collection of animated horror stories based on the works of Japanese artist Junji Ito.,13.181,4.6,15,2018.0,伊藤潤二コレクション
1038,2018-01-05,"[16, 10759, 10765]",75208,Devilman Crybaby,['JP'],ja,DEVILMAN crybaby,"Akira Fudo learns from his best friend Ryo Asuka that demons will revive and reclaim the world from humans. With humans hopeless against this threat, Ryo suggests combining with a demon. With this, Akira becomes Devilman, a being with the power of demon but with a human heart.",36.171,7.4,133,2018.0,devilmancrybaby
1039,2018-01-04,"[16, 35]",76133,Mitchiri Neko,['JP'],ja,みっちりねこ,,3.059,6.0,1,2018.0,みっちりねこ
1040,2018-01-04,"[16, 35]",76075,Laid-Back Camp,['JP'],ja,ゆるキャン△,"Nadeshiko, a high school student who had moved from Shizuoka to Yamanashi, decides to see the famous, 1000 yen-bill-featured Mount Fuji. Even though she manages to bike all the way to Motosu, she's forced to turn back because of worsening weather. Unable to set her eyes on her goal, she faints partway to her destination. When she wakes up, it's night, in a place she's never been before, with no way of knowing how to get home. Nadeshiko is saved when she encounters Rin, a girl who is out camping by herself. This outdoorsy girls story begins with this first encounter between Nadeshiko and Rin.",56.198,7.8,34,2018.0,ゆるキャン
1041,2018-01-04,"[16, 35]",75793,Ms. Koizumi Loves Ramen Noodles,['JP'],ja,ラーメン大好き小泉さん,"Koizumi is a mysterious and attractive high school student. But what most people don't know about her is that she's a ramen master who is always on the lookout for great ramen restaurants. Everyday, she goes hunting for real-life places serving the best ramen dishes and delightfully eats the delicious noodles. The way Koizumi downs a giant bowl of ramen–more adeptly than any large man–will amaze and delight you!",6.111,7.4,22,2018.0,ラーメン大好き小泉さん
1042,2018-01-02,"[16, 35, 18]",76059,A Place Further Than the Universe,['JP'],ja,宇宙よりも遠い場所,"Scenery that we have never seen. Sounds that we have never heard. Scent that we have never smelled. Food that we have never tasted. And the surge of emotion that we have never experienced. This is the expedition of recollecting the pieces torn apart and sensation left alone. When we reach that place, what will we think? Howling, 40 degree angle. Raging, 50 degree angle. Shouting, 60 degree angle. A wilderness beyond the heavy sea. The furthest south, far from civilization. At the top of the Earth. We will find lights through the girls' eyes to live tomorrow.",10.077,7.7,49,2018.0,宇宙よりも遠い場所
1046,2018-01-01,"[16, 35]",76128,IDOLiSH7,['JP'],ja,アイドリッシュセブン,"Working at an agency owned by your father, seven new idols await. They are all part of an idol unit IDOLiSH7, and each of them have unique personalities. It is your task to manage them. In order to achieve the same goals, as manager and idols together, you gather the seven ununified hearts and aim for the top.",38.108,8.0,2,2018.0,アイドリッシュセブン
1047,2017-12-31,[16],76047,Today's Menu for the Emiya Family,['JP'],ja,衛宮さんちの今日のごはん,"Fate and food meet in a delicious and gentle world. It's nothing but ordinary meal scenes... Delicious meals are served at the Emiya's dinner table every day, through spring, summer, fall and winter. -- Let's see... what's for dinner today?",6.251,7.6,5,2017.0,衛宮さんちの今日のごはん
1056,2017-11-25,"[35, 18, 16]",74094,Our Love Has Always Been 10 Centimeters Apart.,['JP'],ja,いつだって僕らの恋は10センチだった。,"Miou Aida and Haruki Serizawa might seem like polar opposites to those around them, but as the two third-years prepare to end their high school experience, they couldn't have been been closer. While Miou is a shy and reserved member of the school art club that prefers to stay out of the limelight, Haruki is the boisterous and confident ace of the movie club, already winning awards for his directing prowess. However, after a previous chance encounter during their school entrance ceremony, they quickly become friends despite their stark differences in personality. But although their closeness might be growing, they've never become anything more than just that, much to the bewilderment of their friends.

As their time in high school draws to a close, Miou and Haruki, along with their friends in the art and movie clubs, have just one year left to face their hidden feelings and the daunting task of deciding their future careers. The two might always be only an arm's reach away, but as Haruki chases his dream of becoming a professional movie director and Miou struggles with choosing a path for herself, they'll learn just how hard it is to get past those last 10 centimeters.",12.493,8.6,185,2017.0,いつだって僕らの恋は10センチだった
